A,X,H,T,F,accession,domain_id,ec,organism_name,protein_name,gene_names,length,source_id,d_type,t_id,f_id,ecod_uid,range
a/b three-layered sandwiches,ClpP/crotonase,ClpP/crotonase,ClpP/crotonase,ECH_1,O23300,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Enoyl-CoA delta isomerase 3 (EC 5.3.3.8) (3-hydroxyacyl-CoA dehydratase 1) (Delta(3),Delta(2)-enoyl CoA isomerase 3) (AtECI3)",ECI3 HCD1 At4g14440 dl3260c,238,O23300_F1,AFDB,2486.1.1,2486.1.1.1,3806605,1-238
a+b two layers,Ribosomal protein S5 domain 2-like,Ribosomal protein S5 domain 2-like,Ribosomal protein S5 domain 2-like,IGPD,O23346,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Imidazoleglycerol-phosphate dehydratase 2, chloroplastic (IGPD 2) (EC 4.2.1.19) (Protein HISTIDINE BIOSYNTHESIS 5B)",HISN5B At4g14910 dl3495c,272,O23346_F1,AFDB,212.1.1,212.1.1.7,3835053,76-160
alpha bundles,Bromodomain-like,Plant invertase/pectin methylesterase inhibitor,Plant invertase/pectin methylesterase inhibitor,PMEI,O23447,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),Putative pectinesterase/pectinesterase inhibitor 43 [Includes: Pectinesterase inhibitor 43 (Pectin methylesterase inhibitor 43); Pectinesterase 43 (PE 43) (EC 3.1.1.11) (Pectin methylesterase 43) (AtPME43)],PME43 ARATH43 At4g15980 dl4030c FCAALL.248,701,O23447_F1,AFDB,633.4.1,633.4.1.1,3803307,36-210
a/b three-layered sandwiches,Flavodoxin-like,SGNH hydrolase,SGNH hydrolase,Lipase_GDSL,O23470,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),GDSL esterase/lipase At4g16230 (EC 3.1.1.-) (Extracellular lipase At4g16230),At4g16230 dl4155w FCAALL.318,368,O23470_F1,AFDB,2007.5.1,2007.5.1.1,3809062,26-365
a/b three-layered sandwiches,alpha/beta-Hydrolases,alpha/beta-Hydrolases,alpha/beta-Hydrolases,Abhydrolase_6,O23512,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),pFDCC methylesterase MES16 (EC 3.1.1.-) (Methylesterase 16) (AtMES16) (Pheophorbidase) (AtPPD),MES16 PPD At4g16690 dl4370c FCAALL.12,262,O23512_F1,AFDB,7579.1.1,7579.1.1.44,3835114,11-260
a/b three-layered sandwiches,alpha/beta-Hydrolases,alpha/beta-Hydrolases,alpha/beta-Hydrolases,Lipase_3,O23522,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Phospholipase A1-Ibeta2, chloroplastic (EC 3.1.1.-)",At4g16820 dl4435w FCAALL.42,517,O23522_F1,AFDB,7579.1.1,7579.1.1.14,3830539,"131-390,421-500"
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Glyco_hydro_14,O23553,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Beta-amylase 3, chloroplastic (EC 3.2.1.2) (1,4-alpha-D-glucan maltohydrolase) (Beta-amylase 8) (Chloroplast beta-amylase) (CT-BMY)",BAM3 BMY8 CTBMY At4g17090 dl4575c FCAALL.5,548,O23553_F1,AFDB,2002.1.1,2002.1.1.64,3837145,86-535
a+b two layers,Ribosomal protein S5 domain 2-like,Ribosomal protein S5 domain 2-like,Ribosomal protein S5 domain 2-like,GHMP_kinases_N,O23722,nD1,4.3.1.27,Arabidopsis thaliana (Mouse-ear cress),"Diphosphomevalonate decarboxylase MVD1, peroxisomal (EC 4.1.1.33) (Mevalonate 5-diphosphate decarboxylase 1) (AtMDD1) (AtMVD1)",MVD1 MDD1 MVD At2g38700,412,O23722_F1,AFDB,212.1.1,212.1.1.3,3835446,1-195
a+b two layers,TBP-like,S-adenosylmethionine decarboxylase-related,S-adenosylmethionine decarboxylase,SAM_decarbox,O24575,nD1,4.3.1.27,Zea mays (Maize),S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain],SAMDC,400,O24575_F1,AFDB,331.10.1,331.10.1.1,3665616,16-345
a/b three-layered sandwiches,Flavodoxin-like,Class I glutamine amidotransferase-like,Lumazine synthase,DMRL_synthase,O24854,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)",ribH ribE HP_0002,156,O24854_F1,AFDB,2007.1.13,2007.1.13.1,3838394,6-155
a/b three-layered sandwiches,beta-carbonic anhydrase-like,beta-carbonic anhydrase,beta-carbonic anhydrase,Pro_CA,O24855,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase),cynT HP_0004,221,O24855_F1,AFDB,4126.1.1,4126.1.1.1,3838743,1-220
a/b three-layered sandwiches,Phosphorylase/hydrolase-like,Zn-dependent exopeptidases,Zn-dependent exopeptidases,Peptidase_M20,O25002,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),"Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)",dapE HP_0212,383,O25002_F1,AFDB,2011.1.1,2011.1.1.6,3838859,"1-185,301-383"
a+b four layers,Carbon-nitrogen hydrolase-like,Carbon-nitrogen hydrolase,Carbon-nitrogen hydrolase,CN_hydrolase,O25067,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Aliphatic amidase (EC 3.5.1.4) (Acylamide amidohydrolase),amiE HP_0294,339,O25067_F1,AFDB,246.1.1,246.1.1.1,3839252,1-339
a+b four layers,Carbon-nitrogen hydrolase-like,Carbon-nitrogen hydrolase,Carbon-nitrogen hydrolase,CN_hydrolase,O25067,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Aliphatic amidase (EC 3.5.1.4) (Acylamide amidohydrolase),amiE HP_0294,339,O25067_F1,AFDB,246.1.1,246.1.1.1,3839252,1-339
a/b barrels,TIM beta/alpha-barrel,Glycoside hydrolase/deacetylase,Glycoside hydrolase/deacetylase,Polysacc_deac_1,O25080,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Peptidoglycan deacetylase (PG deacetylase) (EC 3.5.1.-) (Acetylxylan esterase) (EC 3.1.1.72),pgdA HP_0310 C694_01565,293,O25080_F1,AFDB,2002.3.1,2002.3.1.2,3839176,1-293
a/b barrels,TIM beta/alpha-barrel,Glycoside hydrolase/deacetylase,Glycoside hydrolase/deacetylase,Polysacc_deac_1,O25080,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Peptidoglycan deacetylase (PG deacetylase) (EC 3.5.1.-) (Acetylxylan esterase) (EC 3.1.1.72),pgdA HP_0310 C694_01565,293,O25080_F1,AFDB,2002.3.1,2002.3.1.2,3839176,1-293
a/b three-layered sandwiches,PLP-dependent transferases,PLP-dependent transferases,PLP-dependent transferases,DegT_DnrJ_EryC1,O25130,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase (EC 2.6.1.92) (Pseudaminic acid biosynthesis protein C)",pseC HP_0366,375,O25130_F1,AFDB,7577.1.1,7577.1.1.6,3839531,6-260
a/b three-layered sandwiches,Macro domain-like,Macro domain-like,Macro domain-like,Peptidase_M17_N,O25294,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase),pepA HP_0570,496,O25294_F1,AFDB,7529.1.1,7529.1.1.3,3839625,1-170
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,URO-D,O25325,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),hemE HP_0604,339,O25325_F1,AFDB,2002.1.1,2002.1.1.57,3838299,1-339
alpha arrays,alpha-helical ferredoxin-like,alpha-helical ferredoxin,alpha-helical ferredoxin,Fer4_8,O25377,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Glycolate oxidase iron-sulfur subunit (EC 1.1.99.14),HP_0666,433,O25377_F1,AFDB,187.1.1,187.1.1.1,3839105,11-100
a/b three-layered sandwiches,Glutaminase/Asparaginase N-terminal domain,Glutaminase/Asparaginase N-terminal domain,Glutaminase/Asparaginase N-terminal domain,Asparaginase,O25424,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Probable L-asparaginase (L-ASNase) (EC 3.5.1.1) (L-asparagine amidohydrolase),ansA asn HP_0723,330,O25424_F1,AFDB,7546.1.1,7546.1.1.1,3838325,6-215
a/b three-layered sandwiches,Glutaminase/Asparaginase N-terminal domain,Glutaminase/Asparaginase N-terminal domain,Glutaminase/Asparaginase N-terminal domain,Asparaginase,O25424,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Probable L-asparaginase (L-ASNase) (EC 3.5.1.1) (L-asparagine amidohydrolase),ansA asn HP_0723,330,O25424_F1,AFDB,7546.1.1,7546.1.1.1,3838325,6-215
a/b three-layered sandwiches,PLP-dependent transferases,PLP-dependent transferases,PLP-dependent transferases,Aminotran_5,O25436,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Uncharacterized aminotransferase HP_0736 (EC 2.6.1.-),HP_0736,369,O25436_F1,AFDB,7577.1.1,7577.1.1.3,3839011,1-255
a+b complex topology,YrdC/RibB,YrdC/RibB,YrdC/RibB,DHBP_synthase,O25484,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),"3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)",ribB HP_0804,344,O25484_F1,AFDB,297.1.1,297.1.1.1,3839381,1-205
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,S-adenosyl-L-methionine-dependent methyltransferases,,O25503,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16),speE HP_0832,262,O25503_F1,AFDB,2003.1.5,NO_F_GROUP,3839465,1-260
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,NAD(P)-binding Rossmann-fold domains,Polysacc_synt_2,O25511,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),"UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115) (Pseudaminic acid biosynthesis protein B) (UDP-GlcNAc-inverting 4,6-dehydratase)",pseB flaA1 HP_0840,333,O25511_F1,AFDB,2003.1.1,2003.1.1.34,3839644,6-333
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,TMP-TENI,O25514,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase),thiE HP_0843,219,O25514_F1,AFDB,2002.1.1,2002.1.1.97,3839937,1-219
a/b three-layered sandwiches,Flavodoxin-like,Ribosomal protein S2/SIS domain,Ribosomal protein S2/SIS domain,SIS_2,O25528,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase),gmhA HP_0857,192,O25528_F1,AFDB,2007.6.1,2007.6.1.8,3838550,6-190
a/b three-layered sandwiches,HAD domain-like,HAD domain-related,HAD-like,HAD_2,O25531,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)",gmhB HP_0860,173,O25531_F1,AFDB,2006.1.1,2006.1.1.18,3839218,6-173
a/b three-layered sandwiches,SurE-like/CoA-transferase family III (CaiB/BaiF),SurE-like/CoA-transferase family III (CaiB/BaiF),SurE-like/CoA-transferase family III (CaiB/BaiF),SurE,O25584,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase),surE HP_0930,267,O25584_F1,AFDB,7527.1.1,7527.1.1.1,3838302,1-260
a+b two layers,T-fold,Tetrahydrobiopterin biosynthesis enzymes-like,Tetrahydrobiopterin biosynthesis enzymes-like,PTPS,O25587,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),"6-carboxy-5,6,7,8-tetrahydropterin synthase (CPH4 synthase) (EC 4.1.2.50) (Queuosine biosynthesis protein QueD)",queD HP_0933,200,O25587_F1,AFDB,230.1.1,230.1.1.3,3838488,1-183
alpha bundles,Prolipoprotein diacylglyceryl transferase,Prolipoprotein diacylglyceryl transferase,Prolipoprotein diacylglyceryl transferase,LGT,O25609,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145),lgt HP_0955,284,O25609_F1,AFDB,1037.1.1,1037.1.1.1,3838907,1-275
a/b three-layered sandwiches,PLP-dependent transferases,PLP-dependent transferases,PLP-dependent transferases,Aminotran_3,O25627,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),"Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)",bioA HP_0976,436,O25627_F1,AFDB,7577.1.1,7577.1.1.2,3839649,6-335
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,DHDPS,O25657,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),dapA HP_1013,300,O25657_F1,AFDB,2002.1.1,2002.1.1.29,3838910,1-300
a+b two layers,Ribosomal protein S5 domain 2-like,Ribosomal protein S5 domain 2-like,Ribosomal protein S5 domain 2-like,LpxC,O25692,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),lpxC HP_1052,295,O25692_F1,AFDB,212.1.1,212.1.1.15,3839905,1-290
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Aldolase,O25729,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14),HP_1099,208,O25729_F1,AFDB,2002.1.1,2002.1.1.49,3839018,1-205
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,NagB/RpiA/CoA transferase-like,Glucosamine_iso,O25730,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),6-phosphogluconolactonase (6PGL) (EC 3.1.1.31),pgl devB HP_1102,227,O25730_F1,AFDB,2003.1.7,2003.1.7.4,3839109,1-225
a+b four layers,Ntn/PP2C,Ntn,Gamma-glutamyltranspeptidase-like,G_glu_transpept,O25743,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain],HP_1118,567,O25743_F1,AFDB,210.1.6,210.1.6.1,3839862,26-565
a+b four layers,Ntn/PP2C,Ntn,Gamma-glutamyltranspeptidase-like,G_glu_transpept,O25743,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain],HP_1118,567,O25743_F1,AFDB,210.1.6,210.1.6.1,3839862,26-565
a/b three-layered sandwiches,Flavodoxin-like,Ribosomal protein S2/SIS domain,Ribosomal protein S2/SIS domain,PGI,O25781,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),pgi HP_1166,545,O25781_F1,AFDB,2007.6.1,2007.6.1.3,3839788,1-545
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Pterin_bind,O25830,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Bifunctional dihydropteroate synthase/dihydropteroate reductase [Includes: Dihydropteroate reductase (DHPR) (EC 1.5.8.-); Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)],folP C694_06360 HP_1232,380,O25830_F1,AFDB,2002.1.1,2002.1.1.36,3838247,6-380
a+b four layers,Carbon-nitrogen hydrolase-like,Carbon-nitrogen hydrolase,Carbon-nitrogen hydrolase,CN_hydrolase,O25836,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Formamidase (EC 3.5.1.49) (Formamide amidohydrolase),amiF HP_1238,334,O25836_F1,AFDB,246.1.1,246.1.1.1,3839481,1-325
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,IGPS,O25867,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Tryptophan biosynthesis protein TrpCF [Includes: Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phospho-ribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)],trpC HP_1279,452,O25867_F1,AFDB,2002.1.1,2002.1.1.10,3839153,1-250
alpha arrays,L-aspartase N-terminal domain-like,L-aspartase N-terminal domain-like,L-aspartase N-terminal domain-like,Lyase_1,O25883,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),fumC HP_1325,463,O25883_F1,AFDB,4952.1.1,4952.1.1.1,3839320,1-135
alpha arrays,L-aspartase N-terminal domain-like,L-aspartase N-terminal domain-like,L-aspartase N-terminal domain-like,Lyase_1,O25883,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),fumC HP_1325,463,O25883_F1,AFDB,4952.1.1,4952.1.1.1,3839320,1-135
a/b three-layered sandwiches,NadA-like/4-hydroxy-3-methylbut-2-enyl diphosphate reductase,NadA-like/4-hydroxy-3-methylbut-2-enyl diphosphate reductase,NadA-like/4-hydroxy-3-methylbut-2-enyl diphosphate reductase,NadA,O25910,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Quinolinate synthase (EC 2.5.1.72),nadA HP_1356,336,O25910_F1,AFDB,7588.1.1,7588.1.1.2,3837964,86-195
a+b complex topology,alpha/beta-Hammerhead/Barrel-sandwich hybrid,alpha/beta-Hammerhead/Barrel-sandwich hybrid,Duplicated hybrid motif,,O25911,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain],psd HP_1357,267,O25911_F1,AFDB,325.1.6,NO_F_GROUP,3839948,"21-35,57-265"
a+b two layers,a+b domain in carbohydrate phosphatases,a+b domain in carbohydrate phosphatases,a+b domain in carbohydrate phosphatases,FBPase,O25936,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),"Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)",fbp HP_1385,290,O25936_F1,AFDB,4018.1.1,4018.1.1.1,3838733,6-160
a+b two layers,a+b domain in carbohydrate phosphatases,a+b domain in carbohydrate phosphatases,a+b domain in carbohydrate phosphatases,FBPase,O25936,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),"Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)",fbp HP_1385,290,O25936_F1,AFDB,4018.1.1,4018.1.1.1,3838733,6-160
alpha arrays,tRNA delta(2)-isopentenylpyrophosphate transferase helical insertion domain,tRNA delta(2)-isopentenylpyrophosphate transferase helical insertion domain,tRNA delta(2)-isopentenylpyrophosphate transferase helical insertion domain,IPPT,O25961,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase),miaA HP_1415,311,O25961_F1,AFDB,3949.1.1,3949.1.1.1,3837993,121-185
a+b two layers,a+b domain in D-aminoacid aminotransferase-like PLP-dependent enzymes,a+b domain in D-aminoacid aminotransferase-like PLP-dependent enzymes,a+b domain in D-aminoacid aminotransferase-like PLP-dependent enzymes,Aminotran_4,O26004,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42),ilvE HP_1468,340,O26004_F1,AFDB,4020.1.1,4020.1.1.1,3839219,1-155
a+b two layers,a+b domain in D-aminoacid aminotransferase-like PLP-dependent enzymes,a+b domain in D-aminoacid aminotransferase-like PLP-dependent enzymes,a+b domain in D-aminoacid aminotransferase-like PLP-dependent enzymes,Aminotran_4,O26004,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42),ilvE HP_1468,340,O26004_F1,AFDB,4020.1.1,4020.1.1.1,3839219,1-155
alpha bundles,Long alpha-hairpin,bMERB domain (bivalent Mical/EHBP Rab binding),bMERB domain (bivalent Mical/EHBP Rab binding),,O26018,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Protoporphyrinogen IX oxidase (PPO) (EC 1.3.99.-),HP_1484,148,O26018_F1,AFDB,192.29.1,NO_F_GROUP,3838108,6-148
a+b four layers,Ntn/PP2C,Ntn,Class II glutamine amidotransferases,GATase_6,O26060,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase),glmS HP_1532,597,O26060_F1,AFDB,210.1.3,210.1.3.4,3839098,1-230
a+b four layers,Ntn/PP2C,Ntn,Class II glutamine amidotransferases,GATase_6,O26060,nD1,4.3.1.27,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase),glmS HP_1532,597,O26060_F1,AFDB,210.1.3,210.1.3.4,3839098,1-230
a/b three-layered sandwiches,PLP-dependent transferases,PLP-dependent transferases,PLP-dependent transferases,Aminotran_3,O30508,nD1,4.3.1.27,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),Succinylornithine transaminase/acetylornithine aminotransferase (ACOAT) (SOAT) (Succinylornithine aminotransferase) (EC 2.6.1.11) (EC 2.6.1.81),aruC argD astC PA0895,406,O30508_F1,AFDB,7577.1.1,7577.1.1.2,3972235,6-325
